Response Time,Availability,Throughput,Reliability,Latency,Rank
200.2,92,1,73,8.2,1090
189,83,26.5,83,6,489
154,95,14.9,73,4,336
275.57,85,4.2,53,81.96,2188
188,83,20.9,83,3,368
200,87,1.2,58,8.6,1430
223.33,97,2.2,73,67,1767
122,98,5.7,73,2,218
105.43,87,1.2,73,5.57,538
500,97,10.1,73,1,774
130.75,56,10.8,83,3.5,350
451,64,2.3,60,287.33,2465
193.33,94,4.3,83,123.22,1675
1567.09,73,0.2,53,396.54,2504
91.5,86,17.2,73,5,195
255.25,67,1.4,73,34.5,1831
72.25,89,10.1,78,2.75,134
268.35,85,4.7,53,81.22,2153
299,85,3.5,53,104.96,2298
121,87,22.6,67,9,549
196.33,87,9.5,53,38.12,1570
223.6,95,14.6,73,9.4,817
314.25,67,5.8,73,39.75,1873
1072.75,78,3.8,80,42.5,2194
65,83,26.4,78,4,101
470,99,0.5,60,14,2044
243.6,85,1.9,73,7,1202
386.4,100,3.6,73,4.8,1209
249.5,91,7.9,60,84,1963
165,100,23.4,73,2,183
361.33,63,7.6,83,11.66,1582
3610.2,96,1.4,67,6.4,1906
349,91,21.3,58,1,777
275.8,100,1.9,67,45.8,1969
416.25,69,6,67,164.13,2373
212.2,90,1.6,73,8.8,1147
179.29,87,2.6,60,26,1561
184.4,94,2,73,7.6,871
243,89,7,67,49.11,1802
265,93,2.6,67,41.4,1894
78.82,88,17.1,73,33.09,618
418.6,99,4.7,73,1.4,923
138.5,46,10,73,5,505
128.5,72,21.7,78,8.5,485
250.8,100,1.4,50,42.4,1987
339,87,11.7,67,48,1976
140.33,63,19.9,83,2,205
291,99,1.1,58,9.8,1734
1196,83,5.5,78,585,2396
242,71,11.9,73,5,789
383.25,94,6.1,73,46.75,1934
206.4,60,6.7,78,7.6,927
181,83,30.6,80,94,1341
84,91,12.5,67,2,163
191.11,87,9.6,67,30.85,1406
137.25,92,2.7,73,17.75,953
234.83,73,3.5,73,115.5,1995
184.74,62,7.9,67,19.3,1363
49.5,85,1.8,67,1.5,324
107.33,63,15.1,73,4,246
215,90,1.6,73,9.2,1189
205,83,21.2,83,4,474
353.75,66,3.5,80,67.25,2135
378.5,34,5.1,83,3.8,1243
319.83,84,1.1,53,108.96,2404
291.5,89,7.6,60,137.5,2182
309,42,4.5,83,7.29,1375
1691.75,100,1,73,1.25,1366
842.33,93,7,73,109.66,2250
205.31,56,7.1,67,90.07,1880
130,94,15.5,73,1.2,110
114.33,85,16.2,73,13,550
200.4,97,2.3,73,6.2,809
124,91,26.9,73,8,356
229.6,88,11.9,73,10,983
334,89,14.3,73,42,1718
158.2,87,15.5,73,6.2,490
520.5,92,6.5,67,19.25,1943
424.57,50,1.7,73,328.57,2407
293.5,70,2.5,73,13.5,1682
288.8,51,5.9,83,3.8,1009
211,22,9.2,73,9.05,1025
206.2,87,3.7,73,6.2,852
316.3,84,2,53,120.13,2384
133.67,92,6.9,73,7.67,561
328,89,7.1,67,32.5,1879
382.6,87,3.5,73,4.8,1325
504.6,100,1.9,73,3,1269
481,83,18.5,78,4,1059
138,85,33,73,13,602
181.36,98,12.6,73,17.63,840
150.5,92,16.2,73,1,141
140.92,94,12.6,73,43.17,969
457,83,15.3,83,2,832
118.1,45,2.4,67,3.35,640
308.5,56,6.2,83,7.25,1302
146.5,97,9.4,60,60.5,1440
114,97,15.7,73,50.5,798
407,85,19.1,58,32,1926
319.38,12,3.6,67,31.07,2054
356,84,4.7,73,72,2104
207.69,89,12.6,53,27.61,1472
311.25,56,7,83,7,1246
201.4,87,0.7,73,8,1132
84,91,30.9,73,21,473
108.67,88,5.2,73,19.67,768
359.15,51,5,60,3.93,1532
300.48,85,2.9,53,90.57,2289
168.33,87,1.5,73,0.66,458
136.25,78,3.2,73,19.25,1068
266,83,19.2,83,8,884
239.33,88,9,83,7,836
232,100,13,73,51.5,1454
186.25,87,4.1,73,14.75,1136
293,99,27.8,73,13,1071
123.45,86,7.2,67,5.8,571
249,56,8.1,73,2.25,756
329.13,85,0.4,53,139.74,2437
443.56,94,6.6,60,232.46,2343
242.67,99,9.6,73,45,1497
226.58,90,7.2,67,37.37,1637
846,87,6.8,73,20.2,1913
281.91,86,4.4,53,86.61,2200
283,87,21.1,60,30,1650
193.6,67,3.4,73,23.4,1429
277.96,85,3.8,53,84.39,2211
274.78,85,3.5,53,69.26,2180
257.8,85,1,58,5.8,1526
277.4,93,1,73,11.2,1565
273.2,86,1.8,58,8.2,1656
3071.5,90,1.4,80,19.75,2102
190.07,95,9.8,33,21.83,1351
267,63,3.4,60,15.33,1800
404,83,15,67,6,1353
2297.64,98,1.6,73,712.55,2436
571.75,46,4.6,73,101,2332
329,98,23.9,73,20,1337
255,86,19.5,83,11,986
138.5,86,21.4,73,2,180
378.29,96,9.6,80,8.58,1273
64.64,32,9.2,67,30,915
216.5,89,5.2,60,77,1901
213.4,98,4,73,6,772
615,97,1.4,80,54.5,2205
1512.25,78,3.8,73,20,2067
81,98,2.8,80,2,158
83.33,39,1.7,80,1,234
303,84,3.2,67,3,1241
206,83,18.1,83,25,1034
175.6,51,6.4,80,12.4,1029
191.2,96,1.5,73,7.6,924
244.25,70,9.3,73,30.13,1533
274.8,92,1.6,67,44.8,2011
221.48,90,10.9,53,37.26,1632
181.5,71,1.5,67,9,1315
125.33,94,7.9,73,10.33,605
2252,83,1.3,73,981,2478
112.81,24,12.6,67,4,448
100.14,92,3.2,80,7.71,487
199,96,13.5,73,36,1125
252.4,95,1.8,58,7.6,1485
164,71,11.2,83,24,995
234.2,94,2.6,73,5.6,929
338.82,85,0.4,53,140.68,2444
146.33,100,6.9,73,8,576
222,73,6.8,73,84.67,1784
280.7,85,4.2,53,64.96,2159
3197.14,48,1.5,72,23.21,2340
420.67,63,9.2,80,91.34,2134
386.71,45,6,67,29.26,2058
89.6,88,18.7,67,32,753
144,83,25.3,83,4,273
315.72,92,6.5,72,10.4,1575
335.89,36,7.1,73,4.78,1250
67.5,86,6,73,1.5,139
1021.5,65,3.1,73,4.83,1655
102,86,17.3,80,59.5,814
123,99,9.8,73,2.33,191
38,71,1.9,67,0.88,267
205,65,9.8,73,27.42,1306
225.2,93,2.2,73,6.2,976
255,87,1.2,67,41.6,1992
291,88,1.9,73,137,2170
4740.76,93,0.8,67,23.14,2305
341.39,82,0.9,53,122.26,2443
166.67,75,1.2,67,7.84,1194
303.2,51,5.6,83,6.6,1256
216.5,98,4,67,17.5,1425
379.2,96,1.1,67,44.4,2201
419.6,92,10.8,73,9.6,1451
106.75,90,16.2,73,24.13,611
235.17,56,1.5,73,33.17,1781
131,19,4.8,67,3,600
324.5,95,3.9,73,68,1999
636.25,56,4.8,67,2,1489
200,78,9.6,73,81.5,1620
271,93,3.9,73,44.6,1772
132,89,5,73,4,439
500.71,92,2.2,67,233.85,2416
139.2,40,5.5,60,18.38,1289
76,98,23.4,50,2,129
198.83,76,0.7,73,30.33,1641
231.2,95,1.2,73,10.2,1318
317,72,18.4,78,120,1957
180.36,85,10.8,73,13,895
119.5,71,15.8,73,61,1046
139.08,65,11.7,60,61.5,1517
118,92,27.4,58,3,270
1418.27,87,2.1,73,53.27,2307
210.33,93,2.3,67,46.33,1777
170.67,96,2.6,73,34,1298
670,93,13.2,80,16,1643
175.5,86,14,73,69,1354
308,85,2.8,53,93.74,2311
157.5,46,5.6,73,12.33,1013
183.57,99,13,73,7.57,592
197,89,28.6,60,16,1054
166.63,99,9.6,67,33.55,1198
107.57,80,1.7,67,18.21,1133
222.6,85,15.6,73,6,688
178.5,72,13.2,67,8,851
564.5,97,13.4,73,1,758
58.21,62,13.3,67,4.68,335
93.37,96,13.5,67,41.66,833
2987,56,2.4,60,2092.5,2500
105.92,9,9.3,67,54.08,1287
323,92,24.2,80,16,1257
1936.5,93,3.4,73,39,2158
267.43,86,5.7,53,77.39,2105
1939.79,35,1.1,67,1839.43,2502
247.5,93,16.8,73,13.5,1035
166,86,25.7,73,100,1310
197,95,0.8,58,6,1166
423,63,5.4,73,16.67,1817
123,99,7.5,80,2.5,209
261.6,91,1.1,73,5.4,1163
140.67,63,4.2,60,3,669
144,89,1.9,80,38.33,1268
206,98,2.1,67,10.25,1275
284,91,3.7,73,28,1689
158.9,61,3.5,67,41,1608
189.78,85,9.7,53,41.56,1593
220.6,96,1.3,73,6.2,991
220.8,90,14.6,58,8.4,1048
146,91,1.9,67,12.6,1149
285,85,4.2,73,96,2028
281.39,61,6.1,67,59.06,2061
541,91,20.3,73,360,2133
133.21,55,8,60,10.42,985
207,99,29,80,2,244
4207.5,92,1.1,80,3881.25,2462
4103.32,83,0.8,67,10.12,2207
112.5,86,15.5,73,65,951
665.67,63,7.7,89,9.34,1688
323.5,56,10.5,83,14,1508
108.67,87,4.8,73,24.84,835
84.25,90,16.3,67,42,818
1177.5,98,2.5,80,1083,2383
136,83,24.6,83,12,555
138.5,100,2,73,2,365
103.67,97,4.7,73,2,176
724,85,13.1,50,2,1357
126.25,91,12.2,73,10,545
63.83,19,5.1,60,3.92,496
221.53,26,4.7,67,170.53,2118
138.68,91,11.8,60,0.74,277
115.4,97,10.1,67,59.36,1143
324.44,31,4.9,60,123.94,2347
546.4,91,1.1,73,25.6,2065
186,78,11.4,67,37.5,1466
280.8,91,2.4,58,42.2,2034
166,83,24.6,83,14,696
51.5,100,1.8,73,2,162
351,83,17,83,13,1397
259.4,85,1.9,67,33.8,1922
227.6,86,14.5,73,10.6,973
121,90,4.1,73,30.2,967
97.73,97,13.3,60,4.46,317
113.5,72,17.2,50,2.5,379
878.5,67,4,73,5.75,1649
244.2,85,2.2,67,30.4,1819
287.67,63,6.9,73,11.34,1493
425,56,6.1,58,10,1904
47.27,61,20.3,67,2,137
440.06,91,7,60,182.3,2341
262,85,1.7,73,7.2,1314
136.94,26,3.1,67,4.44,763
406,86,3,73,47,2085
582,72,8.3,67,153.5,2392
373.08,66,2.3,80,50,2131
274,99,22.6,73,15,1078
217.5,86,11.7,73,99,1672
230.8,88,1.6,73,8.2,1223
236.21,64,2.5,80,48.07,1813
289.25,92,11.4,73,4.63,839
106.75,86,1.3,80,1.25,292
266.92,72,1.4,80,2.34,1020
123.67,87,8.9,73,8.67,557
252.59,57,4.8,67,50.59,1993
200.6,56,9,67,28.9,1518
144.8,91,18.8,73,27.2,776
189,100,15.4,73,21.5,861
1619.25,78,3.1,73,91.5,2393
495,83,18,72,221,2269
84.86,87,1.9,73,19.86,829
436.6,90,1.3,73,90.2,2284
1845.5,72,5,83,3.5,1500
184,96,12.3,73,5.5,513
396.75,78,7.7,73,4,1199
672.2,91,7.9,73,9.2,1617
266.33,85,1.1,67,11.44,1750
284.57,43,3.3,73,11.86,1625
219.8,98,1.3,73,5.8,926
274.52,86,4.3,53,87.3,2184
414,86,10.5,73,74.5,2027
136.71,90,3.8,60,5.23,717
150,56,11,83,0.5,215
118.33,96,7,73,8.66,518
1275.25,56,3,67,88.75,2455
222.08,59,7.6,73,60.37,1726
193,88,1.6,73,8.6,1070
355.5,86,2,67,26,2046
227,92,15,73,6.6,705
2938.5,72,2.9,73,344.5,2460
99,83,17.1,73,4,190
191,100,1.4,73,8.4,949
141.5,93,15.9,50,11.38,827
388.25,57,1.1,67,237.25,2459
128.06,62,3.3,73,10.56,854
181.42,85,2.5,89,2.59,599
1041,83,12.8,73,5,1377
486.5,99,5.5,80,60,2022
186.56,96,8.8,60,34.56,1426
235.25,94,8.1,73,93.5,1731
115,87,24.5,67,1,112
136.33,46,8.6,73,4.33,497
127.68,59,8.5,80,3.41,385
1226.67,63,1.9,83,869,2451
232.2,87,2.2,73,7.8,1167
1840,90,8.7,73,26,1966
214.67,63,12.5,73,25.67,1292
157,93,4.7,60,45.5,1541
269.38,99,9,67,39.88,1701
551.79,80,1.8,53,6.93,1959
839.5,56,3.1,73,78.5,2349
1112.25,78,2.8,73,75.25,2348
515.2,86,9.2,73,8.8,1551
854,96,14.7,73,1,791
500.75,56,4.7,73,84.75,2274
3273.75,84,1.6,73,11.13,2053
175.5,96,4.7,60,58,1669
397,88,1.4,60,169.67,2434
1069.5,71,3,83,744,2422
143.6,98,16.7,73,34.4,790
996,84,3,60,120,2467
246.43,85,9.7,53,39.73,1788
165,100,4.5,73,17.8,952
390.2,91,11,58,8.6,1599
130.5,86,7.9,73,2,260
122.73,94,12.5,73,62.55,996
130.67,100,6.9,73,10,597
57.42,66,12.5,67,5.31,358
280.36,94,8.2,73,109,1883
131.71,65,2.1,73,1.35,436
585.4,51,2,73,398.4,2438
239.6,92,12.2,73,16,1140
68.91,19,4.4,60,5.91,616
331,91,23.2,73,22,1449
448,83,13.8,73,4,1116
303,91,12.3,78,5,869
400.57,16,4.3,67,94.86,2355
101,85,16.1,73,16,542
268.57,85,4.7,53,86.53,2174
149,94,16.7,73,36,862
298.83,46,7.7,83,114,2030
186,93,10.5,73,56,1347
146.5,86,10.7,73,75,1304
220.6,93,2.4,73,6,902
1360,83,10.4,83,3,1224
250.4,88,1.7,67,43.4,1961
491,91,4.2,73,23.5,1882
142.17,46,5.8,73,5.5,622
527.5,72,7.2,73,21,1886
96,83,21,73,3,123
203.5,86,16.2,58,0.5,457
1212.2,90,4.5,60,70.8,2390
199.2,87,8.6,67,23.75,1378
175,86,15.1,67,47.5,1413
301,20,4,42,7.67,1736
211.4,100,14.7,73,7.8,651
125,91,32.3,58,6,441
150.5,42,0.1,73,0.88,532
117.67,94,3,78,7.84,574
79,83,22.7,50,4,318
405.14,91,7.9,73,2.71,1012
215.6,89,1.5,73,11.8,1328
1648.5,74,3.8,83,265.5,2409
4098,97,4.7,80,1,1112
140.64,94,13.1,73,54.28,1058
546.33,98,1.5,73,14.66,1874
113,92,28.4,80,6,194
213.2,88,1.6,73,7.8,1109
225,100,1.9,58,5.8,1171
192,98,1.3,73,14,1193
421,63,6.7,67,57,2241
256.39,85,5.1,53,77.13,2098
211.75,88,6.9,73,34,1409
158.25,93,13.9,73,19.87,797
161.54,90,9.6,67,29.54,1210
241.2,100,1.1,73,6.6,1097
184.67,98,2.6,60,32,1559
2779.5,28,1.5,60,1.38,1780
112.33,86,1.7,73,1,254
254.4,97,1.6,73,7.6,1200
1301.33,98,3.5,83,154.5,2317
136,83,21.4,83,6,347
4480.8,52,1,50,1652.4,2507
408,83,15.2,83,3,890
281,90,10.2,67,0.82,681
194,56,10.5,78,72,1571
223.6,92,14.6,73,8.8,804
3347,83,5.6,83,2,1313
171.68,38,8.7,78,13.36,997
204,86,7.1,73,3,588
75.25,56,8,83,20.5,660
349.07,95,9.1,67,5.4,1242
309.2,96,12.6,73,10.6,1220
68.88,17,4.3,60,5.76,613
99,60,0.8,53,3.75,734
2629.33,88,0.8,78,817,2472
334.71,43,4.4,73,14.85,1765
439,86,16.5,58,2,1113
465,83,9.1,83,63,2032
790.2,91,3.1,78,1.8,1251
342.43,85,5.4,53,147.47,2352
42.15,56,10.4,60,1.32,217
81,70,8.5,73,38.75,841
947,63,6,73,89,2318
609.4,91,1.1,73,26,2075
148.5,87,11.1,67,33.29,1182
370.5,86,10.9,73,53,1911
140.5,97,18,73,50,931
156,98,12.5,73,1.5,220
155.75,90,13.8,73,15.25,757
292.7,85,1.9,53,85.83,2301
401.62,61,5,73,108,2256
1122,51,3.3,73,1032.6,2454
185,71,13.6,67,5.5,736
174.67,85,11.1,58,1,470
83.12,90,21.9,73,10.87,369
65,86,18,73,4.5,147
157.2,90,17.3,73,48.8,1092
273.6,88,13,73,7.4,977
198.8,100,1.4,73,6.8,874
345,98,24.4,89,21,1320
269,96,21.5,58,10,1227
149,96,24.2,89,1.5,105
473.67,63,7.9,67,7.34,1696
230.4,100,14.5,58,11.4,1178
169,96,12.2,50,9.83,938
211,86,14.3,73,8.6,782
213,88,2.7,60,44,1816
1462,83,9.9,83,3,1249
124.33,85,7.5,73,11,675
130,89,24.5,67,1,151
218.2,93,2.4,73,6.8,954
292.14,85,1.2,73,63.71,2083
251.8,93,2.1,50,33,1924
102.5,96,3.2,80,42.5,934
206.4,94,2.4,58,7.6,1216
116,87,2.8,60,30,1267
299.2,100,1.4,67,41.8,2007
233.2,97,2.1,73,7.4,1072
182,83,20.4,83,6,500
67,86,41,73,5,120
151.85,12,6.5,53,3.85,785
119,83,10.7,73,1,136
474.91,91,5.8,60,162.87,2374
227.17,90,3.7,73,1.34,625
218.4,92,1.7,73,6.8,1021
386.5,93,11.3,73,69.5,1942
1456.67,90,4.1,73,19,1991
160.67,73,7.5,73,6,638
192.47,26,3,53,35.74,1806
399.6,52,1.5,67,227.8,2453
248,95,23.8,73,1,346
204.4,92,1.9,73,6.2,885
495,97,9.2,73,10,1510
42.64,64,6.1,67,1.78,255
291.25,92,3,60,16.25,1787
159.62,34,0.9,78,3,726
1284,94,8.2,67,1236,2408
198,96,14.7,67,50,1447
226.6,95,15.5,73,6.6,670
322,91,19.6,73,109,1859
350.33,91,7.5,73,51.83,1917
355,66,2.7,80,68.75,2166
61.5,72,16.1,73,6,228
4651,65,0.9,73,273,2488
665.5,85,2.1,73,29.38,2107
232.2,85,1.8,73,5.8,1081
115,72,12.9,83,4.5,291
305.8,88,13.5,58,6,1240
1296,86,6.9,73,1,1093
274,100,14,73,6.6,800
221,99,14.8,73,8,707
102,90,2.5,67,1,281
186,83,25,83,4,402
220.2,87,1,73,7.2,1161
325.3,86,1.4,53,91.52,2366
246.4,87,0.8,73,5.6,1170
151.75,88,8.7,73,69,1344
98,87,13.7,67,1,117
451,23,1.8,42,334.1,2491
138.07,30,1.7,72,2,647
222,97,14.7,73,8.6,759
287.22,85,3.5,53,101.05,2268
513.5,27,3.8,33,30,2295
391.59,97,5.4,83,16.18,1605
272.3,35,2.7,73,2.8,1060
205,71,13.1,83,11,898
122,86,14.5,67,3,326
278.87,86,4.9,53,84,2175
261,36,0.9,60,13.67,1900
1255.12,97,2.2,60,523.88,2477
330.2,85,2.1,67,46.8,2186
1084.5,85,7.3,58,6.5,1794
86.27,55,12,60,45.25,1146
113.75,100,1,73,6.75,570
161.69,87,12.4,60,14.77,1055
845.18,11,2.7,67,655.66,2487
180,92,27.8,80,18,740
461.5,39,5.1,80,331.88,2330
213.2,98,0.9,58,7.2,1319
1189.5,72,7.2,78,2,1259
181.57,99,3.5,67,40,1516
603.5,85,10.7,73,473.5,2277
266,97,10.3,73,51,1628
1067.67,63,1.9,83,751.34,2445
1410,83,10.6,83,5,1401
626.75,66,4.3,73,482.75,2402
248,78,3.1,73,30.5,1704
92.5,78,11.9,73,4.5,261
861.75,56,6.2,78,9.75,1805
139.5,95,3.2,73,27.5,1057
393.35,86,1.2,53,123.13,2441
438.78,89,8.4,67,0.67,978
396.4,88,1.6,73,34.2,2020
207.67,26,3.3,53,52.6,1985
185,83,33.7,80,1,199
667.11,38,2.1,73,82,2372
141,92,1.4,73,1,354
114.25,92,8.2,80,2.5,204
148.56,99,2.3,73,98.67,1546
2175.17,47,2.3,73,1.84,1544
472.6,92,9.9,58,10,1749
117,85,24.5,73,30,687
147.33,91,16.6,73,18.41,728
331.5,88,4.6,73,29.5,1797
393.25,78,7.5,67,62.75,2202
77.9,91,17.1,73,20.57,504
349.22,36,6.8,73,4.11,1255
253.33,88,3.4,80,50.33,1783
1314.75,78,3.5,73,30.75,2157
1138.33,88,4.7,73,402.33,2385
164.5,72,12.5,73,5.5,553
704,83,15.5,89,8,1428
4845.67,94,1.7,73,24.34,2150
305.75,70,5.7,73,2.13,981
389,84,1,67,289,2442
145,85,6.8,73,9,724
2342.83,75,0.8,73,37.83,2325
337,93,4.7,67,27,1888
118.14,60,9,73,3.41,363
328.5,46,4.1,73,14,1735
437.8,95,10.4,73,12.6,1539
296.57,85,2.7,53,95.09,2299
295.89,61,6.3,73,102.17,2070
344.82,59,5.4,67,17.64,1903
237.36,59,7.7,73,2.5,741
429.81,26,2.6,78,236.93,2375
259.6,97,0.9,67,59.2,2060
126,83,18.4,73,12,589
446,98,6.7,60,22.87,1944
505,89,7.8,83,32.67,1835
119,86,18.1,73,4.5,247
185.33,63,9.7,80,107.66,1635
218.75,68,2,60,80.75,2087
378,83,17.8,83,15,1470
1423.5,47,2.2,78,162.5,2457
71.54,18,4.3,60,8.54,760
429.5,100,4.2,73,37.75,1895
172,98,6.1,73,1,287
248.81,28,8.4,42,4.81,1248
510,100,13.9,73,1,709
561.5,91,6.4,73,319,2292
289.5,70,7.5,73,110.25,2031
214,100,26.7,73,2,298
119.33,86,1.2,73,1.66,394
229.78,16,11.6,72,3.19,867
305,83,26.9,83,1,501
165,83,27,83,2,223
108,83,28.2,83,8,303
261,83,19.4,83,9,936
152,96,4.9,60,51,1540
2801.56,96,2,73,8.89,1834
271.6,90,2.1,73,39.2,1796
370.25,67,5.4,73,19.75,1808
460,56,2.6,60,107.5,2439
307.2,93,12.7,73,11,1254
199.17,56,7.3,67,55.5,1762
321.5,56,3.7,67,14.25,1860
358,83,16.8,83,5,955
229.79,89,7.4,67,41.32,1690
134.07,84,12.2,60,8.21,742
165,92,25.6,89,1,102
4758,98,2.4,73,48,2261
79,84,7.1,60,15,799
210.25,78,8.8,67,54.75,1737
490.5,89,4.1,73,4.5,1392
896.67,63,4.8,83,505.67,2394
678.5,86,1.7,67,2.5,1621
266.83,36,0.9,60,15.91,1954
282.43,85,12.4,73,10.43,1237
2141.67,88,3.7,73,1815.34,2426
251.8,100,2.5,73,46,1732
340.2,97,1.2,67,39.6,2099
145,83,8.9,73,11,764
210.5,72,8.3,80,6.5,784
130.52,16,3.5,42,16.52,1358
252,92,13.1,80,1,418
125.67,92,7.2,73,18,749
161.5,34,2,67,21.64,1535
154,86,5.6,73,113,1580
143,83,15.9,73,23,810
375,93,11.2,73,9.8,1383
1375,63,4.5,67,6.67,1869
181.43,91,2.4,73,11.14,1073
247.38,28,5.9,42,6,1407
217.05,91,7.3,67,28,1501
259,97,1.2,58,7.2,1509
1019.75,99,4.5,73,868.25,2338
215.2,56,1,60,9.2,1597
1425.75,78,3.9,73,28.75,2139
225,85,22.9,73,109,1630
205.5,73,1.9,60,27,1764
301.8,98,1.2,73,8.2,1455
375.78,83,1.3,53,126.87,2448
1471.92,61,2.1,73,725.67,2468
193,94,5,60,60.5,1744
144.29,76,3,60,9.72,1152
98.33,99,5.5,73,46.66,896
247.4,98,2.6,73,43.2,1698
225.5,73,4,73,103.83,1920
622.33,75,6.3,53,7,1823
145.62,92,2.4,73,41,1284
119.83,74,2.8,73,35.33,1160
268.11,96,8.3,67,0.72,641
187.2,96,2,60,51.8,1779
464.17,22,3.5,60,124.39,2446
292,100,9.3,73,111,1858
325.97,12,3.5,67,25.23,2024
120,87,24.2,67,2,196
1201,83,12,78,2,1121
127,88,2.1,73,7.33,664
242.5,62,6.1,73,5.12,964
256.43,90,7.1,67,20.52,1585
248.6,89,1.4,67,45.4,1982
110.67,98,1.6,73,45.89,1139
160,83,25.7,78,3,307
131.25,70,4.8,73,3.63,493
221.11,43,0.7,73,2.55,971
129,89,10.7,73,7.75,498
338.74,82,0.7,53,85.31,2412
292,83,16.6,58,5,1129
3321.4,89,1.4,73,2.6,1586
599,85,10.3,73,2,1061
227.53,90,7.1,67,40.16,1671
345,95,2.9,73,48.6,1996
929,86,5.3,73,68,2247
276,88,13.5,73,6.4,905
219,56,10.4,60,67,1852
152.1,67,3.8,73,3.3,603
432,86,8.8,80,1.29,880
247.4,92,0.9,67,42.6,1964
193.67,99,12.3,73,1.23,301
374.2,93,1,67,60.6,2283
332.25,78,5.9,73,140.25,2189
843.5,97,5.7,58,98.5,2379
255,98,1.3,67,40.8,1897
173.67,63,12.7,80,3.34,479
128.75,70,6.6,73,5.37,519
234.8,95,1.3,67,33.8,1799
107.57,89,2.2,73,5.71,492
173,89,5.1,73,102,1623
492.13,88,6.8,60,1.33,1263
234.5,89,23.7,78,106,1596
277.35,86,6.3,53,79.26,2128
245.8,89,1.2,73,7.4,1253
153,96,6.3,73,99,1468
121.91,91,13.6,67,0.98,165
668.75,79,2.6,73,35.75,2163
256.2,92,13.7,58,9.6,1281
167,72,15.4,78,7,593
79.25,99,20.8,73,25.5,480
310.09,85,2.4,53,107.52,2336
158.1,61,8.6,73,10.7,864
946,63,4.2,73,100.33,2365
174.17,88,13.7,73,18.84,892
357.35,92,7.3,60,2.1,1177
195,89,0.8,73,6.4,979
86.5,57,1.5,67,1.25,438
300.5,72,11.8,83,7.5,1117
664,83,11.4,53,2,1376
123.92,97,15.6,73,15.5,556
251.38,70,1.9,67,0.88,916
310.25,22,2.8,42,194.3,2418
203.6,97,3.3,58,6.8,1096
455.94,64,4.9,53,17.53,2082
50.75,56,8.6,80,6,302
108.5,100,1.1,73,1.5,262
1614.67,63,3.7,73,5,1680
112.77,91,14.9,60,22.08,803
329.5,92,3.6,73,13,1601
534.5,72,10.7,73,3.5,1230
659.5,97,4.7,73,2,1122
267.8,99,4,73,41.2,1686
996,83,14,83,59,2056
529.33,66,1.1,73,73.66,2354
133.67,96,8.7,73,0.67,135
229.4,98,13.9,73,10.4,876
2282.75,78,2.4,73,2.75,1579
322.33,99,9,73,18.66,1491
290.3,86,4.4,53,97.47,2240
462,99,12.7,73,11,1464
261.2,90,1.5,50,51.6,2142
43.12,63,4.6,67,2.18,342
317.8,90,1.3,67,46.2,2162
1306,73,1.2,73,259.5,2464
151,83,24,78,15,701
168.25,56,5.7,67,20.25,1398
1428,99,7.9,73,1274,2315
1242.11,64,3.3,73,28.67,2169
144,83,16.9,67,10,747
265.09,94,10.2,73,48.18,1629
326.25,95,8.5,73,10.5,1368
329.6,89,3,73,47.6,2000
275,83,23.6,83,4,663
125,86,9.4,73,3,290
206.25,87,6.1,60,96.25,1907
166.6,51,5.8,73,13.4,1076
298.2,98,0.9,67,59.4,2148
164.8,90,5.1,73,30.4,1183
123.83,99,16.9,73,19,575
142.17,46,6.2,73,10.34,848
385.5,56,2.4,50,70.5,2401
109,96,15.1,60,1,122
111.67,85,7.4,73,9,560
292.2,90,12.3,73,12.4,1285
579.5,78,6,67,397.25,2425
105.67,91,3.5,60,23,1056
3343,83,5.5,83,2,1316
538,97,15.8,58,9,1616
1730,72,2,67,245.5,2492
96.67,92,3.9,58,13.67,870
447.2,90,4.2,73,16.2,1786
118,96,8,73,3,231
352.5,86,4.5,73,267.5,2236
239.05,97,8.8,67,37.38,1583
176,90,13.8,67,2,431
246.25,70,3.8,67,6.75,1339
192.5,86,8.6,73,3.5,567
300.96,85,3.2,53,85.26,2270
170,85,3.1,60,48.25,1739
169.75,69,8.1,60,11.75,1196
125.45,59,8.6,73,58.45,1231
434.67,69,0.6,73,1.67,1395
132.5,90,2.3,73,18,961
